taxonomy	T001	T002	T003	T004	T005	T007	T008	T009	T011	T012	T013	T014	T015	T016	T017	T018	T019	T020	T021	T022	T023	T024	T025	T026	T027	T028	T029	T032	T033	T034	T035	T036	T037	T038	T039	T040	T041	T042	T044	T045	T046	T047	T048	T049	T050	T051	T052	T053	T054	T055	T056	T057	T058	T059	T061	T062	T064	T065	T067	T068	T069	T070	T071	T072	T076	T077	T079	T083	T084	T085	T087	T088
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_flaschentraegeri	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_fuscocinerea	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	2	0	8	0	0	0	62	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__Metapochonia; s__Metapochonia_bulbillosa	6	0	0	43	4	4	2	0	6	0	0	4	4	2	2	2	4	0	8	0	0	3	0	0	2	8	3	1	6	1	5	3	10	8	0	5	0	2	8	6	7	0	2	8	13	0	1	0	3	3	22	8	46	47	3	7	3	9	9	51	3	0	1	3	4	0	12	23	11	3	2	1
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_subpallidirosea	386	5	6	60	140	2	3	7	2073	2	3	313	5	5	8	4	4	2	2235	4	6	5	1174	6	1	0	3	2	2	10882	7383	2	3	3	2	2	1	4928	74	57	7654	3	1830	2908	2749	2681	37	3	3	0	1	2	1	1	4572	3	0	3	1	2	2	1	0	14	3591	8571	0	9	7	2	21	21
k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_epicladia	7	0	1	6	8	0	3	0	2	2	4	0	2	5	2	2	0	0	5	0	2	0	7	3	0	0	9	4	0	5	8	4	3	5	1	14	9	24	3	5	1	4	0	8	11	10	3	19	12	17	48	12	25	102	1	2	3	4	12	17	12	19	10	39	12	17	7	12	9	25	45	7
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Sclerococcales; f__Dactylosporaceae; g__Cylindroconidiis; s__Cylindroconidiis_aquaticus	3	1	0	0	0	4	0	2	0	0	0	0	0	0	7	4	0	3	0	0	11	0	2	12	2	3	0	0	0	0	0	0	3	13	0	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	3	2	4	0	5	3	3	0	0	0	0	1
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Ovatospora; Unclassified	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Ophiostomatales; f__Ophiostomataceae; g__Sporothrix; s__Sporothrix_eucalyptigena	2	6	3	4	0	6	24	0	5	3	7	4	36	0	0	4	2	6	6	0	0	64	14	0	1	3	5	7	3	3	3	10	0	20	8	4	7	7	4	1	0	14	0	5	0	10	3	12	3	8	4	2	3	5	6	1	0	0	1	15	3	4	8	6	7	5	20	4	1	7	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria; Unclassified	0	0	0	2	6	0	7	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	2	0	0	132	0	0	0	4	0	0	4	0	2	5	103	0	0	12	5	0	32	5	29	0	16	4	2	0	0	302	0	0	0	0	0	1	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_raistrickii	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	4	0	0	0	0	0	10	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Lophiostomataceae; g__Lophiostoma; Unclassified	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Scedosporium; Unclassified	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	5	210	0	2	0	0	0	14	4	16	0	0	0	1	4	1	0	0	2	0	0	0	9	0	1	0	0	3
k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; Unclassified; Unclassified; Unclassified; Unclassified	0	0	25	8	13	15	0	0	20	7	19	7	4	5	13	6	0	6	8	10	0	4	10	12	7	0	15	12	2	0	5	3	6	5	2	35	2	0	3	0	0	13	4	1	0	0	0	7	1	0	4	8	6	56	10	0	0	1	0	2	0	2	1	0	0	1	15	14	18	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Gliomastix; s__Gliomastix_polychroma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Tubeufiales; Unclassified; Unclassified; Unclassified	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	39	3	0	0	0	0	12	0	0	4	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Rhytismatales; f__Rhytismataceae; g__Lophodermium; s__Lophodermium_agathidis	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	4	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	1	5	0	0	0	0	0	13	3	0	0	0	1	0	3	0	0	0	0	0	2	0	5	3	0	0	0	0	3	2	3	0	16	5	2	0	4	1
k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_chlamydosporicum	1	74	33	2	3	2	6	4	8	36	19	65	63	108	4	22	19	62	8	64	8	30	16	18	13	40	2	18	24	2	14	54	21	21	24	41	8	8	20	77	0	20	20	0	0	2	32	7	0	0	0	0	0	0	25	0	0	0	0	34	0	14	0	6	4	9	14	0	0	4	0	4
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_osmophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Inocybaceae; g__Inocybe; Unclassified	0	0	31	0	1	0	1	0	0	6430	0	3	1	1	761	3	6	0	0	3	4	91	2	5	0	0	2024	0	0	5	0	0	0	506	0	9	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	410	0	0	0	0	0	2	2	0	0	562	63
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Conioscyphales; f__Conioscyphaceae; g__Conioscypha; Unclassified	2	0	0	0	0	0	0	0	2	0	0	0	2	1	0	8	22	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	8	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	5	5	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Castanediella; s__Castanediella_couratarii	24	0	4	18	1	226	2	35	4	1	39	0	0	0	0	0	0	0	0	3	30	5	5	17	0	154	47	17	12	0	0	34	0	19	106	386	3	26	15	1	3	7	0	6	30	80	2	141	2	98	15	20	60	18	38	3	0	0	82	5	6	8	41	157	156	42	10	2	33	0	0	2
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Calonectria; s__Calonectria_penicilloides	7	2	107	53	154	82	0	2	2	24	2	3	10	11	4	19	67	0	0	7	15	25	61	187	0	2	14	17	3	52	11	5	10	0	81	56	40	3	800	148	27	5	11	42	151	465	27	269	250	173	133	62	29	830	60	45	16	38	210	187	31	18	742	220	9	20	8	193	286	77	0	35
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Patellariales; Unclassified; Unclassified; Unclassified	14	0	2	1	8	3	0	0	0	0	0	0	0	0	5	0	15	0	3	0	9	0	0	0	0	0	0	0	2	1	1	0	0	0	1	4	1	1	5	0	0	0	6	3	9	6	5	3	8	0	149	0	0	8	3	31	51	66	0	0	1	0	13	50	2	1	0	12	30	0	1	0
k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__Pezizomycotina_ord_Incertae_sedis; f__Pezizomycotina_fam_Incertae_sedis; g__Cryptophiale; Unclassified	0	0	0	0	2	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2192	1	0	13	0	0	2	0	0	0	7	5	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Gliocephalotrichum; s__Gliocephalotrichum_humicola	9	0	0	95	81	30	9	10	0	0	2	2	0	0	0	0	4	0	0	0	0	0	245	26	0	0	145	24	0	13	0	0	0	0	0	0	0	0	0	0	54	0	0	805	4	23	2	303	11	13	364	9	26	36	6	22	34	15	0	79	0	0	0	0	0	0	8	0	183	7	8	6
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Halosphaeriaceae; Unclassified; Unclassified	2	0	2	1	3	4	0	2	1	3	2	0	0	0	0	6	0	0	0	4	0	0	0	4	2	1	11	3	0	0	2	0	2	6	1	0	9	1	11	9	1	1	0	2	10	8	4	4	0	0	4	17	33	15	0	12	18	10	6	10	5	1	14	3	0	0	15	3	4	4	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_simplicissimum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	26	6	3	14	1	0	2	5	3	1	0	0	1	5	0	0	11	4	0	2	2	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Boliniales; f__Boliniaceae; g__Pseudovalsaria; Unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_viridulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	5	0	2	0	3	4	8	0	0	0	2	6	1	0	0	0	0	0	0	2	0	0	2	7	0	1	4	0	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Russulaceae; g__Russula; s__Russula_kewzingensis	1290	0	21	122	0	0	119	0	2	2	180	0	214	0	0	4	467	0	713	0	116	0	0	0	0	14	5	17	0	3	0	0	0	0	0	0	24	0	0	6	0	1	0	2426	0	5	422	0	0	0	0	0	0	0	0	0	0	0	2	0	1362	0	21	1552	0	2	0	0	0	87	28	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; s__Acremonium_polychromum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_abidjanum	0	1	0	0	2	9	7	0	26	7	52	54	68	61	8	46	6	37	18	0	9	20	10	17	4	16	8	1	0	0	1	7	2	36	2	6	7	3	22	13	2	17	17	0	12	14	26	26	6	439	24	10	30	36	0	0	5	6	13	34	9	51	3	1	9	262	6	0	2	18	0	4
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Hypomyces; Unclassified	19	15	4	33	8	10	0	1	13	11	12	15	7	61	7	59	6	15	27	0	18	0	5	0	5	1	43	0	0	1	0	0	14	40	1	8	3	14	4	0	1	2	4	2	15	5	6	0	33	3	0	3	0	0	5	0	0	4	0	9	3	5	1	2	0	0	2	5	6	9	0	3
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygroaster; Unclassified	2	4	149	0	1	42	3	52	0	3	2	7	2	0	0	0	0	21	0	82	63	91	0	0	0	0	0	7	39	0	5	11	126	19	27	2	10	2	0	16	0	72	2	0	0	2	4	0	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	15	0	9	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae; g__Pestalotiopsis; s__Pestalotiopsis_parva	1	0	6	0	4	0	1	0	0	0	0	0	0	2	0	4	3	2	0	0	5	0	4	0	2	0	0	3	0	2	0	0	15	0	0	0	1	0	6	0	0	2	16	9	10	30	4	0	5	14	4	2	0	0	0	2	1	0	1	10	0	0	0	2	1	11	9	3	17	6	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_viticola	7	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	0	0	0	3	0	0	0	2	0	0	0	0	0	0	14	4	0	2	0	1	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_marthae-christenseniae	0	0	0	6	1	2	0	0	2	0	0	4	2	1	0	5	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	5	2	0	5	0	0	0	3	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Humicola; s__Humicola_fuscoatra	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	7	0	0	0	0	25	0	0	0	7	0	0	1	0	0	0	0	50	0	0	0	1	0	4	0	0	0	2	0	6	19	11	18	0	4	0	1	5	2	0	0	2	0	2	0	3	0	1	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma; s__Trichoderma_gamsii	0	2	2	0	0	0	3	3	1	3	2	4	2	0	2	3	6	2	4	2	0	0	0	6	0	0	2	5	0	3	0	0	6	2	0	0	2	2	3	0	0	2	2	0	6	4	2	3	6	2	0	2	0	0	0	0	0	2	2	3	2	2	3	5	5	42	3	8	0	20	0	2
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chaetosphaeria; s__Chaetosphaeria_callimorpha	0	0	4	0	39	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	6	0	0	0	0	2	0	0	0	0	5	2	0	0	0	0	0	2	0	6	2	36	0	37	0	0	0	0	0	3	0	0	0	1	0	0	0	0	134	0	0	0	0	5	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Phialomyces; s__Phialomyces_macrosporus	11	22	84	54	22	11	30	37	32	41	100	148	153	103	106	59	110	189	153	50	12	39	97	50	51	86	0	82	60	33	14	85	136	29	66	24	49	31	52	121	13	152	56	20	3	8	40	1	6	2	0	0	0	0	32	0	0	0	0	2	10	64	0	2	15	23	7	50	0	20	1	16
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Beltraniaceae; Unclassified; Unclassified	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	0	2	6	8	0	0	0	0	0	0	2	0	1	5	2	0	0	2	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Reticulascaceae; g__Reticulascus; Unclassified	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_westlingii	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	1	2	0	2	5	0	0	0	0	2	0	0	5	0	0	4	2	2	3	2	2	1	1	3	0	3	0	0	0	1	2	0	1	0	2	0	0	1
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Acremonium; Unclassified	6	4	0	0	4	0	0	10	5	2	5	4	0	1	0	8	0	0	0	0	1	0	0	4	0	0	5	4	0	2	0	0	0	0	0	0	5	5	36	3	0	1	36	0	0	9	8	2	0	0	0	5	4	0	3	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	1	0
k__Fungi; p__Ascomycota; c__Leotiomycetes; Unclassified; f__Myxotrichaceae; g__Oidiodendron; s__Oidiodendron_truncatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_marinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_lagena	4	0	0	0	3	25	4	2	11	2	6	0	2	3	0	4	4	0	5	8	13	33	2	15	5	4	16	29	6	3	1	3	9	38	0	2	17	19	6	3	5	3	2	2	0	18	8	3	9	1	0	0	9	0	6	2	0	2	0	0	17	0	3	0	5	2	2	1	5	2	0	6
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_hexagonosporum	0	0	0	6	2	0	0	0	2	0	0	0	0	0	0	0	7	0	55	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	23	69	0	29	0	0	7	4	0	3	0	3	4	0	6	1	0	0	1	0
k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Tricholomataceae; g__Hydropus; Unclassified	1	362	43	773	3	16	2	17	5	1	0	86	7	10	4	2	57	137	8	197	1043	14	530	647	522	61	0	1654	141	24	217	3487	281	65	41	31	318	370	0	40	49	4	2961	101	74	124	4	6	0	65	0	16	6	12	324	17	143	390	15	3	670	17	0	8	40	1246	2	6	2	46	476	26
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Rasamsonia; Unclassified	0	1	22	0	0	0	2	4	0	3	0	4	2	9	2	4	0	2	0	0	1	0	0	10	7	0	3	0	0	0	2	11	1	7	0	15	3	0	0	0	2	6	5	0	0	0	1	3	1	2	0	3	1	4	0	2	2	18	1	0	0	0	0	3	0	0	5	5	2	4	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium; s__Penicillium_godlewskii	0	2	0	0	0	7	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	9	1	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Mycosphaerellaceae; Unclassified; Unclassified	2	0	7	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	3	0	7	1	0	0	3	2	4	3	0	0	0	3	0	0	0	2	1	0	1	5	26	0	2	2	2	0	0	2
k__Fungi; p__Ascomycota; c__Sordariomycetes; Unclassified; Unclassified; g__Pararamichloridium; s__Pararamichloridium_verrucosa	0	0	2	45	19	0	72	7	32	3	14	0	14	2	0	115	18	9	6	0	2	73	0	5	0	0	66	0	0	0	0	2	11	2	2	0	5	22	2	0	2	1	0	0	4	2	0	58	9	2	4	17	0	43	0	6	0	42	0	3	0	1	0	13	11	2	6	3	3	18	0	5
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cosmospora; Unclassified	0	3	3	0	0	0	2	0	0	5	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	8	0	0	0	0	0	11	1	2	0	0	0	5	2	9	3	6	6	0	1	4	2	0	0	1	10	2	4	0	3	2	0	0	0	5	4	15	1	0	1
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium; Unclassified	66	22	6	197	14	21	10	39	4	21	13	3	6	23	8	15	8	2	5	2	3	41	5	19	3	11	38	23	10	3	13	9	11	16	7	4	30	11	24	3	5	2741	129	10	0	7	2	6	1	11	22	16	65	1	8	4	18	81	4	5	9	4	6	157	12	37	5	2	5	21	6	7
k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Kochiomyces; s__Kochiomyces_dichotomus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_amesii	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	2	1	1	1	5	0	2	13	3	5	0	0	1	4	3	2	0	1	1	0	0	0	1	0	2	0	0	0
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus; s__Aspergillus_nutans	3	9	2	13	1	3	3	0	2	3	6	0	4	2	0	7	9	3	6	0	0	6	2	4	7	14	1	1	5	0	3	1	22	4	1	0	5	1	12	4	3	4	0	0	0	6	2	2	3	9	4	2	0	0	0	1	0	1	0	3	3	0	0	1	1	0	3	8	1	0	1	2
k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Sarcosomataceae; Unclassified; Unclassified	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	8	0	3	13	2	0	6	0	1	4	1	0	8	0	0	1	0	0	0	5	0	2	0	0	0
k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiaceae; g__Chaetocapnodium; s__Chaetocapnodium_philippinense	0	0	0	1	0	0	0	0	0	0	2	3	2	9	0	0	0	0	0	0	12	2	0	0	0	9	2	7	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Sporocadaceae; g__Pestalotiopsis; s__Pestalotiopsis_rhizophorae	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0
k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_nantahalensis	2	0	4	15	11	9	4	35	22	39	11	27	18	11	31	98	47	4	25	277	351	10	50	250	44	9	98	60	70	6	20	17	24	63	9	28	72	20	20	13	29	12	16	37	346	29	194	13	30	13	301	704	26	6	66	54	90	126	199	203	56	263	44	38	50	10	1	37	0	19	753	100
k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces; s__Talaromyces_clemensii	0	0	0	0	0	2	0	0	3	7	0	1	0	0	0	8	0	0	0	0	45	9	0	0	11	4	1	5	0	1	0	0	1	3	0	3	3	11	0	0	2	23	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
